Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
"2-Butenoic acid, 3-methyl-, methyl ester",JTB-E02-199-06.D,9.162,926,JTB-E02-199-07.D,9.138,769,JTB-E02-199-08.D,9.098,250,JTB-E02-199-11.D,9.13,104706,JTB-E02-199-12.D,9.138,241,JTB-E02-199-13.D,9.146,43260,JTB-E02-199-14.D,9.138,134734,JTB-E02-199-15.D,9.13,170414,JTB-E02-199-16.D,9.13,166098,JTB-E02-199-17.D,9.13,168799,JTB-E02-200-06.D,9.154,137,JTB-E02-200-07.D,9.105,122,JTB-E02-200-08.D,9.106,190,JTB-E02-200-11.D,9.138,52872,JTB-E02-200-12.D,9.138,46253,JTB-E02-200-13.D,9.146,70448,JTB-E02-200-14.D,9.13,54562,JTB-E02-200-15.D,9.13,78984,JTB-E02-200-16.D,9.13,71631,JTB-E02-200-17.D,9.13,70891,JTB-E02-201-06.D,9.106,280,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,9.146,27685,JTB-E02-201-12.D,9.146,29964,JTB-E02-201-13.D,9.146,30289,JTB-E02-201-14.D,9.13,27793,JTB-E02-201-15.D,9.122,34443,JTB-E02-201-16.D,9.13,35152,JTB-E02-201-17.D,9.122,33910
"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-",JTB-E02-199-06.D,9.463,60,JTB-E02-199-07.D,9.463,190,JTB-E02-199-08.D,,,JTB-E02-199-11.D,9.447,84405,JTB-E02-199-12.D,,,JTB-E02-199-13.D,9.479,97055,JTB-E02-199-14.D,9.471,113505,JTB-E02-199-15.D,9.447,145028,JTB-E02-199-16.D,9.447,137263,JTB-E02-199-17.D,9.447,111721,JTB-E02-200-06.D,,,JTB-E02-200-07.D,9.438,175,JTB-E02-200-08.D,,,JTB-E02-200-11.D,9.471,31781,JTB-E02-200-12.D,9.471,37564,JTB-E02-200-13.D,9.463,36295,JTB-E02-200-14.D,9.447,31376,JTB-E02-200-15.D,9.447,39566,JTB-E02-200-16.D,9.447,32305,JTB-E02-200-17.D,9.455,39908,JTB-E02-201-06.D,9.447,555,JTB-E02-201-07.D,9.43,417,JTB-E02-201-08.D,,,JTB-E02-201-11.D,9.463,3748,JTB-E02-201-12.D,9.463,21405,JTB-E02-201-13.D,9.463,24280,JTB-E02-201-14.D,9.463,16126,JTB-E02-201-15.D,9.439,19629,JTB-E02-201-16.D,9.447,23078,JTB-E02-201-17.D,9.455,19814
p-Xylene,JTB-E02-199-06.D,9.569,10480,JTB-E02-199-07.D,9.56,18933,JTB-E02-199-08.D,9.52,156,JTB-E02-199-11.D,9.544,41625,JTB-E02-199-12.D,,,JTB-E02-199-13.D,9.569,44650,JTB-E02-199-14.D,9.56,39767,JTB-E02-199-15.D,9.544,53692,JTB-E02-199-16.D,9.544,52785,JTB-E02-199-17.D,9.544,49390,JTB-E02-200-06.D,9.56,1628,JTB-E02-200-07.D,9.512,365,JTB-E02-200-08.D,,,JTB-E02-200-11.D,9.569,13309,JTB-E02-200-12.D,9.56,8457,JTB-E02-200-13.D,9.552,11706,JTB-E02-200-14.D,9.552,6824,JTB-E02-200-15.D,9.536,17478,JTB-E02-200-16.D,9.536,9261,JTB-E02-200-17.D,9.544,14924,JTB-E02-201-06.D,9.569,4530,JTB-E02-201-07.D,9.568,3563,JTB-E02-201-08.D,9.552,302,JTB-E02-201-11.D,9.569,13756,JTB-E02-201-12.D,9.56,6619,JTB-E02-201-13.D,9.552,5253,JTB-E02-201-14.D,9.552,5266,JTB-E02-201-15.D,9.528,4691,JTB-E02-201-16.D,9.544,4734,JTB-E02-201-17.D,9.544,6024
D-Limonene,JTB-E02-199-06.D,9.975,900,JTB-E02-199-07.D,9.999,813,JTB-E02-199-08.D,,,JTB-E02-199-11.D,9.959,90335,JTB-E02-199-12.D,9.95,5380,JTB-E02-199-13.D,,,JTB-E02-199-14.D,,,JTB-E02-199-15.D,9.959,149006,JTB-E02-199-16.D,9.967,135986,JTB-E02-199-17.D,9.959,132170,JTB-E02-200-06.D,9.958,387,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,,,JTB-E02-200-12.D,9.983,14105,JTB-E02-200-13.D,9.975,14446,JTB-E02-200-14.D,9.958,11451,JTB-E02-200-15.D,9.975,19495,JTB-E02-200-16.D,9.959,13153,JTB-E02-200-17.D,9.966,25858,JTB-E02-201-06.D,9.991,1202,JTB-E02-201-07.D,9.975,541,JTB-E02-201-08.D,,,JTB-E02-201-11.D,9.983,1252,JTB-E02-201-12.D,9.975,2644,JTB-E02-201-13.D,9.983,3638,JTB-E02-201-14.D,9.975,6847,JTB-E02-201-15.D,9.967,7444,JTB-E02-201-16.D,9.958,8577,JTB-E02-201-17.D,9.958,8221
"1-Butanol, 3-methyl-",JTB-E02-199-06.D,10.357,2322,JTB-E02-199-07.D,10.324,2651,JTB-E02-199-08.D,10.332,1005,JTB-E02-199-11.D,10.348,5382474,JTB-E02-199-12.D,,,JTB-E02-199-13.D,10.357,5522465,JTB-E02-199-14.D,10.348,7531782,JTB-E02-199-15.D,10.357,9892330,JTB-E02-199-16.D,10.349,9171018,JTB-E02-199-17.D,10.357,9183381,JTB-E02-200-06.D,10.34,6129,JTB-E02-200-07.D,10.356,8953,JTB-E02-200-08.D,10.348,7912,JTB-E02-200-11.D,10.357,5672441,JTB-E02-200-12.D,10.357,6281174,JTB-E02-200-13.D,10.365,5972247,JTB-E02-200-14.D,10.348,11428589,JTB-E02-200-15.D,10.356,11396866,JTB-E02-200-16.D,10.357,11187067,JTB-E02-200-17.D,10.348,11154556,JTB-E02-201-06.D,10.348,6320,JTB-E02-201-07.D,10.34,6564,JTB-E02-201-08.D,10.348,185,JTB-E02-201-11.D,10.357,5217548,JTB-E02-201-12.D,10.365,6052318,JTB-E02-201-13.D,10.365,5548256,JTB-E02-201-14.D,10.348,12073093,JTB-E02-201-15.D,10.348,11844836,JTB-E02-201-16.D,10.356,13837832,JTB-E02-201-17.D,10.348,12089571
"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran",JTB-E02-199-06.D,10.495,218,JTB-E02-199-07.D,10.486,273,JTB-E02-199-08.D,10.462,316,JTB-E02-199-11.D,10.462,85439,JTB-E02-199-12.D,,,JTB-E02-199-13.D,,,JTB-E02-199-14.D,,,JTB-E02-199-15.D,10.478,92560,JTB-E02-199-16.D,10.454,116908,JTB-E02-199-17.D,10.47,68457,JTB-E02-200-06.D,10.503,202,JTB-E02-200-07.D,,,JTB-E02-200-08.D,10.462,277,JTB-E02-200-11.D,10.478,7102,JTB-E02-200-12.D,10.47,2802,JTB-E02-200-13.D,10.487,973,JTB-E02-200-14.D,10.47,18861,JTB-E02-200-15.D,10.462,15278,JTB-E02-200-16.D,10.478,15962,JTB-E02-200-17.D,10.462,26119,JTB-E02-201-06.D,10.503,596,JTB-E02-201-07.D,10.503,172,JTB-E02-201-08.D,10.486,58,JTB-E02-201-11.D,10.47,3437,JTB-E02-201-12.D,10.495,1400,JTB-E02-201-13.D,10.478,5786,JTB-E02-201-14.D,10.47,885,JTB-E02-201-15.D,10.478,3635,JTB-E02-201-16.D,10.47,4497,JTB-E02-201-17.D,10.47,435
1-(3-Hydroxyphenyl)urea,JTB-E02-199-06.D,,,JTB-E02-199-07.D,10.722,409,JTB-E02-199-08.D,,,JTB-E02-199-11.D,10.706,11524,JTB-E02-199-12.D,,,JTB-E02-199-13.D,,,JTB-E02-199-14.D,10.73,11394,JTB-E02-199-15.D,10.706,20521,JTB-E02-199-16.D,10.714,17128,JTB-E02-199-17.D,10.706,11184,JTB-E02-200-06.D,,,JTB-E02-200-07.D,10.714,181,JTB-E02-200-08.D,10.722,381,JTB-E02-200-11.D,,,JTB-E02-200-12.D,10.722,3155,JTB-E02-200-13.D,,,JTB-E02-200-14.D,10.722,2603,JTB-E02-200-15.D,10.722,3797,JTB-E02-200-16.D,10.714,3383,JTB-E02-200-17.D,10.714,4910,JTB-E02-201-06.D,10.698,213,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,,,JTB-E02-201-12.D,10.738,1639,JTB-E02-201-13.D,10.73,737,JTB-E02-201-14.D,10.706,2244,JTB-E02-201-15.D,10.722,2598,JTB-E02-201-16.D,10.689,717,JTB-E02-201-17.D,10.706,2009
"2-Butenoic acid, 3-methyl-, ethyl ester",JTB-E02-199-06.D,10.828,342,JTB-E02-199-07.D,10.852,646,JTB-E02-199-08.D,10.812,308,JTB-E02-199-11.D,10.82,27130,JTB-E02-199-12.D,10.844,1101,JTB-E02-199-13.D,10.852,43290,JTB-E02-199-14.D,10.836,47859,JTB-E02-199-15.D,10.828,55200,JTB-E02-199-16.D,10.82,45619,JTB-E02-199-17.D,10.828,41975,JTB-E02-200-06.D,10.82,116,JTB-E02-200-07.D,10.844,335,JTB-E02-200-08.D,,,JTB-E02-200-11.D,10.844,8610,JTB-E02-200-12.D,10.836,8581,JTB-E02-200-13.D,10.836,15103,JTB-E02-200-14.D,10.836,8918,JTB-E02-200-15.D,10.828,14068,JTB-E02-200-16.D,10.82,12744,JTB-E02-200-17.D,10.827,10597,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,10.836,45,JTB-E02-201-11.D,10.836,4642,JTB-E02-201-12.D,10.836,3804,JTB-E02-201-13.D,10.836,4788,JTB-E02-201-14.D,10.828,2674,JTB-E02-201-15.D,10.812,4592,JTB-E02-201-16.D,10.828,4401,JTB-E02-201-17.D,10.828,5571
"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran1",JTB-E02-199-06.D,11.356,258,JTB-E02-199-07.D,11.372,302,JTB-E02-199-08.D,11.372,525,JTB-E02-199-11.D,11.356,1075541,JTB-E02-199-12.D,,,JTB-E02-199-13.D,11.372,1368654,JTB-E02-199-14.D,11.372,1407237,JTB-E02-199-15.D,11.356,1619083,JTB-E02-199-16.D,11.356,1488385,JTB-E02-199-17.D,11.348,1324457,JTB-E02-200-06.D,11.364,209,JTB-E02-200-07.D,11.372,478,JTB-E02-200-08.D,11.331,94,JTB-E02-200-11.D,11.372,251512,JTB-E02-200-12.D,11.364,312984,JTB-E02-200-13.D,11.364,288702,JTB-E02-200-14.D,11.356,224687,JTB-E02-200-15.D,11.347,290073,JTB-E02-200-16.D,11.356,243596,JTB-E02-200-17.D,11.356,271473,JTB-E02-201-06.D,11.388,796,JTB-E02-201-07.D,11.372,145,JTB-E02-201-08.D,11.347,399,JTB-E02-201-11.D,11.364,51773,JTB-E02-201-12.D,11.364,116387,JTB-E02-201-13.D,11.364,76247,JTB-E02-201-14.D,11.364,88192,JTB-E02-201-15.D,11.356,90212,JTB-E02-201-16.D,11.356,114290,JTB-E02-201-17.D,11.356,95421
Thiazole,JTB-E02-199-06.D,11.534,884,JTB-E02-199-07.D,11.502,667,JTB-E02-199-08.D,,,JTB-E02-199-11.D,11.51,84415,JTB-E02-199-12.D,,,JTB-E02-199-13.D,11.526,108703,JTB-E02-199-14.D,11.518,98058,JTB-E02-199-15.D,11.518,115228,JTB-E02-199-16.D,11.51,117867,JTB-E02-199-17.D,11.518,116693,JTB-E02-200-06.D,11.526,2303,JTB-E02-200-07.D,11.542,1114,JTB-E02-200-08.D,11.518,452,JTB-E02-200-11.D,11.526,110446,JTB-E02-200-12.D,11.518,113385,JTB-E02-200-13.D,11.526,121240,JTB-E02-200-14.D,11.518,103262,JTB-E02-200-15.D,11.518,127136,JTB-E02-200-16.D,11.518,115748,JTB-E02-200-17.D,11.51,113508,JTB-E02-201-06.D,11.51,693,JTB-E02-201-07.D,11.542,1092,JTB-E02-201-08.D,11.534,140,JTB-E02-201-11.D,11.526,110008,JTB-E02-201-12.D,11.534,111447,JTB-E02-201-13.D,11.526,122033,JTB-E02-201-14.D,11.51,105728,JTB-E02-201-15.D,11.518,104751,JTB-E02-201-16.D,11.518,129102,JTB-E02-201-17.D,11.51,98816
1-Pentanol,JTB-E02-199-06.D,11.64,446,JTB-E02-199-07.D,11.672,1234,JTB-E02-199-08.D,11.64,91,JTB-E02-199-11.D,11.632,43363,JTB-E02-199-12.D,,,JTB-E02-199-13.D,11.64,43619,JTB-E02-199-14.D,11.632,50681,JTB-E02-199-15.D,11.632,62819,JTB-E02-199-16.D,11.632,63278,JTB-E02-199-17.D,11.64,59388,JTB-E02-200-06.D,11.607,337,JTB-E02-200-07.D,11.632,730,JTB-E02-200-08.D,11.64,1065,JTB-E02-200-11.D,11.64,42547,JTB-E02-200-12.D,11.64,50697,JTB-E02-200-13.D,11.648,48110,JTB-E02-200-14.D,11.632,56602,JTB-E02-200-15.D,11.632,71914,JTB-E02-200-16.D,11.632,55941,JTB-E02-200-17.D,11.632,62731,JTB-E02-201-06.D,11.648,307,JTB-E02-201-07.D,11.615,710,JTB-E02-201-08.D,,,JTB-E02-201-11.D,11.64,30441,JTB-E02-201-12.D,11.648,28260,JTB-E02-201-13.D,11.648,46542,JTB-E02-201-14.D,11.64,62498,JTB-E02-201-15.D,11.632,63951,JTB-E02-201-16.D,11.632,66975,JTB-E02-201-17.D,11.632,53482
3-Aminopyridine,JTB-E02-199-06.D,12.03,758,JTB-E02-199-07.D,12.013,724,JTB-E02-199-08.D,,,JTB-E02-199-11.D,12.022,43357,JTB-E02-199-12.D,,,JTB-E02-199-13.D,12.038,54979,JTB-E02-199-14.D,12.03,55552,JTB-E02-199-15.D,12.03,70904,JTB-E02-199-16.D,12.022,65353,JTB-E02-199-17.D,12.03,62047,JTB-E02-200-06.D,12.046,1789,JTB-E02-200-07.D,12.038,304,JTB-E02-200-08.D,12.046,775,JTB-E02-200-11.D,12.038,56851,JTB-E02-200-12.D,12.038,66447,JTB-E02-200-13.D,12.038,67391,JTB-E02-200-14.D,12.03,62230,JTB-E02-200-15.D,12.022,71575,JTB-E02-200-16.D,12.03,58340,JTB-E02-200-17.D,12.03,64129,JTB-E02-201-06.D,12.03,1346,JTB-E02-201-07.D,12.046,1713,JTB-E02-201-08.D,12.022,372,JTB-E02-201-11.D,12.038,63597,JTB-E02-201-12.D,12.038,32099,JTB-E02-201-13.D,12.046,60864,JTB-E02-201-14.D,12.03,65318,JTB-E02-201-15.D,12.03,56525,JTB-E02-201-16.D,12.022,65552,JTB-E02-201-17.D,12.03,64200
o-Cymene,JTB-E02-199-06.D,12.16,2081,JTB-E02-199-07.D,12.168,3207,JTB-E02-199-08.D,12.176,577,JTB-E02-199-11.D,12.144,1769305,JTB-E02-199-12.D,,,JTB-E02-199-13.D,12.168,2223023,JTB-E02-199-14.D,12.16,2114541,JTB-E02-199-15.D,12.144,2756115,JTB-E02-199-16.D,12.144,2490252,JTB-E02-199-17.D,12.144,2221045,JTB-E02-200-06.D,,,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,12.16,161049,JTB-E02-200-12.D,12.16,226086,JTB-E02-200-13.D,12.16,231860,JTB-E02-200-14.D,12.144,166802,JTB-E02-200-15.D,12.143,209910,JTB-E02-200-16.D,12.144,192635,JTB-E02-200-17.D,12.143,199383,JTB-E02-201-06.D,12.103,108,JTB-E02-201-07.D,12.176,1476,JTB-E02-201-08.D,,,JTB-E02-201-11.D,12.16,29872,JTB-E02-201-12.D,12.16,38913,JTB-E02-201-13.D,12.16,41444,JTB-E02-201-14.D,12.144,19583,JTB-E02-201-15.D,12.144,34513,JTB-E02-201-16.D,12.143,31590,JTB-E02-201-17.D,12.144,40919
"Benzene, 1-methyl-3-(1-methylethyl)-",JTB-E02-199-06.D,12.217,233,JTB-E02-199-07.D,,,JTB-E02-199-08.D,12.209,249,JTB-E02-199-11.D,,,JTB-E02-199-12.D,,,JTB-E02-199-13.D,,,JTB-E02-199-14.D,,,JTB-E02-199-15.D,12.217,85378,JTB-E02-199-16.D,,,JTB-E02-199-17.D,12.217,67994,JTB-E02-200-06.D,12.241,13179,JTB-E02-200-07.D,12.217,6976,JTB-E02-200-08.D,12.241,8329,JTB-E02-200-11.D,12.217,2301,JTB-E02-200-12.D,,,JTB-E02-200-13.D,12.233,1828,JTB-E02-200-14.D,12.225,2115,JTB-E02-200-15.D,12.241,2765,JTB-E02-200-16.D,12.241,4256,JTB-E02-200-17.D,12.217,5373,JTB-E02-201-06.D,12.241,2748,JTB-E02-201-07.D,12.176,77,JTB-E02-201-08.D,12.249,1577,JTB-E02-201-11.D,,,JTB-E02-201-12.D,12.233,1851,JTB-E02-201-13.D,12.233,258,JTB-E02-201-14.D,,,JTB-E02-201-15.D,12.241,4223,JTB-E02-201-16.D,12.249,540,JTB-E02-201-17.D,12.233,634
"Pyrazine, 2,6-dimethyl-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,14.028,9343,JTB-E02-199-08.D,13.988,207,JTB-E02-199-11.D,14.004,143744,JTB-E02-199-12.D,,,JTB-E02-199-13.D,14.012,159662,JTB-E02-199-14.D,14.004,173436,JTB-E02-199-15.D,13.996,130682,JTB-E02-199-16.D,13.996,207582,JTB-E02-199-17.D,14.004,208754,JTB-E02-200-06.D,13.979,315,JTB-E02-200-07.D,13.996,526,JTB-E02-200-08.D,14.036,2731,JTB-E02-200-11.D,14.012,163054,JTB-E02-200-12.D,14.004,188200,JTB-E02-200-13.D,14.012,186852,JTB-E02-200-14.D,14.004,172167,JTB-E02-200-15.D,13.996,126591,JTB-E02-200-16.D,14.004,172921,JTB-E02-200-17.D,14.004,203266,JTB-E02-201-06.D,13.996,3173,JTB-E02-201-07.D,13.996,1778,JTB-E02-201-08.D,13.955,97,JTB-E02-201-11.D,14.012,168983,JTB-E02-201-12.D,14.012,166052,JTB-E02-201-13.D,14.012,169389,JTB-E02-201-14.D,14.004,169239,JTB-E02-201-15.D,13.996,176474,JTB-E02-201-16.D,14.004,214693,JTB-E02-201-17.D,13.996,190370
"Benzene, 1,2,4-trimethyl-",JTB-E02-199-06.D,14.191,7199,JTB-E02-199-07.D,14.19,6776,JTB-E02-199-08.D,,,JTB-E02-199-11.D,14.174,30566,JTB-E02-199-12.D,,,JTB-E02-199-13.D,14.191,15069,JTB-E02-199-14.D,14.191,34074,JTB-E02-199-15.D,14.174,46229,JTB-E02-199-16.D,14.175,48053,JTB-E02-199-17.D,14.174,37007,JTB-E02-200-06.D,14.191,490,JTB-E02-200-07.D,14.199,928,JTB-E02-200-08.D,14.191,112,JTB-E02-200-11.D,14.191,3651,JTB-E02-200-12.D,14.183,2805,JTB-E02-200-13.D,14.191,4621,JTB-E02-200-14.D,14.174,4932,JTB-E02-200-15.D,14.174,8908,JTB-E02-200-16.D,14.174,11789,JTB-E02-200-17.D,14.174,11599,JTB-E02-201-06.D,14.207,1966,JTB-E02-201-07.D,14.19,1639,JTB-E02-201-08.D,14.191,303,JTB-E02-201-11.D,14.191,8067,JTB-E02-201-12.D,14.182,3370,JTB-E02-201-13.D,14.183,6372,JTB-E02-201-14.D,14.166,5808,JTB-E02-201-15.D,14.183,3488,JTB-E02-201-16.D,14.191,6688,JTB-E02-201-17.D,14.174,5003
1-Hexanol,JTB-E02-199-06.D,14.873,7762,JTB-E02-199-07.D,14.865,5721,JTB-E02-199-08.D,14.816,160,JTB-E02-199-11.D,14.849,3126010,JTB-E02-199-12.D,14.816,2942067,JTB-E02-199-13.D,14.857,3419546,JTB-E02-199-14.D,14.857,3934504,JTB-E02-199-15.D,14.849,4755361,JTB-E02-199-16.D,14.849,4568675,JTB-E02-199-17.D,14.849,4241593,JTB-E02-200-06.D,14.873,24840,JTB-E02-200-07.D,14.873,32735,JTB-E02-200-08.D,14.889,25181,JTB-E02-200-11.D,14.857,3040554,JTB-E02-200-12.D,14.857,3565693,JTB-E02-200-13.D,14.857,1992699,JTB-E02-200-14.D,14.849,3544222,JTB-E02-200-15.D,14.848,4365198,JTB-E02-200-16.D,14.849,3790506,JTB-E02-200-17.D,14.848,3859451,JTB-E02-201-06.D,14.857,17709,JTB-E02-201-07.D,14.873,28313,JTB-E02-201-08.D,14.881,2504,JTB-E02-201-11.D,14.857,2812968,JTB-E02-201-12.D,14.865,2945139,JTB-E02-201-13.D,14.857,1765819,JTB-E02-201-14.D,14.849,3336109,JTB-E02-201-15.D,14.849,3605700,JTB-E02-201-16.D,14.848,4159736,JTB-E02-201-17.D,14.849,3515029
Dimethyl trisulfide,JTB-E02-199-06.D,,,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,15.564,169352,JTB-E02-199-12.D,,,JTB-E02-199-13.D,15.58,55445,JTB-E02-199-14.D,15.58,382728,JTB-E02-199-15.D,15.563,496178,JTB-E02-199-16.D,15.564,108579,JTB-E02-199-17.D,15.564,277804,JTB-E02-200-06.D,,,JTB-E02-200-07.D,,,JTB-E02-200-08.D,15.58,221,JTB-E02-200-11.D,15.58,26486,JTB-E02-200-12.D,15.563,9769,JTB-E02-200-13.D,15.572,24188,JTB-E02-200-14.D,15.563,27028,JTB-E02-200-15.D,15.555,21365,JTB-E02-200-16.D,15.555,66439,JTB-E02-200-17.D,15.563,100810,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,15.588,332,JTB-E02-201-11.D,15.572,3978,JTB-E02-201-12.D,15.58,3068,JTB-E02-201-13.D,15.572,5962,JTB-E02-201-14.D,15.555,5420,JTB-E02-201-15.D,15.555,6974,JTB-E02-201-16.D,15.563,32602,JTB-E02-201-17.D,15.555,13284
"3-Hexen-1-ol, (E)-",JTB-E02-199-06.D,15.799,865,JTB-E02-199-07.D,15.783,363,JTB-E02-199-08.D,15.824,339,JTB-E02-199-11.D,15.807,120726,JTB-E02-199-12.D,15.775,124197,JTB-E02-199-13.D,15.815,134277,JTB-E02-199-14.D,15.815,185789,JTB-E02-199-15.D,15.807,231547,JTB-E02-199-16.D,15.807,218970,JTB-E02-199-17.D,15.815,202565,JTB-E02-200-06.D,15.815,368,JTB-E02-200-07.D,,,JTB-E02-200-08.D,15.807,1642,JTB-E02-200-11.D,15.815,136278,JTB-E02-200-12.D,15.815,163837,JTB-E02-200-13.D,15.815,152704,JTB-E02-200-14.D,15.807,266513,JTB-E02-200-15.D,15.807,320407,JTB-E02-200-16.D,15.807,250275,JTB-E02-200-17.D,15.807,231770,JTB-E02-201-06.D,15.832,376,JTB-E02-201-07.D,15.815,1584,JTB-E02-201-08.D,15.799,1645,JTB-E02-201-11.D,15.815,138885,JTB-E02-201-12.D,15.815,140535,JTB-E02-201-13.D,15.815,140519,JTB-E02-201-14.D,15.807,363290,JTB-E02-201-15.D,15.799,369374,JTB-E02-201-16.D,15.807,371457,JTB-E02-201-17.D,15.807,281688
2-Nonanone,JTB-E02-199-06.D,15.872,681,JTB-E02-199-07.D,15.904,888,JTB-E02-199-08.D,15.888,152,JTB-E02-199-11.D,15.913,9511,JTB-E02-199-12.D,15.888,7668,JTB-E02-199-13.D,15.921,10163,JTB-E02-199-14.D,15.929,13718,JTB-E02-199-15.D,15.905,19871,JTB-E02-199-16.D,15.905,9729,JTB-E02-199-17.D,15.905,13308,JTB-E02-200-06.D,15.937,534,JTB-E02-200-07.D,15.913,808,JTB-E02-200-08.D,15.937,334,JTB-E02-200-11.D,15.929,564,JTB-E02-200-12.D,15.937,2041,JTB-E02-200-13.D,15.929,2095,JTB-E02-200-14.D,15.913,25496,JTB-E02-200-15.D,15.913,40552,JTB-E02-200-16.D,15.913,28882,JTB-E02-200-17.D,15.904,29363,JTB-E02-201-06.D,15.921,48,JTB-E02-201-07.D,15.88,169,JTB-E02-201-08.D,15.913,477,JTB-E02-201-11.D,15.905,90,JTB-E02-201-12.D,15.945,89,JTB-E02-201-13.D,15.905,233,JTB-E02-201-14.D,15.913,20634,JTB-E02-201-15.D,15.913,25029,JTB-E02-201-16.D,15.913,22031,JTB-E02-201-17.D,15.905,30545
"Pyrazine, 2-ethyl-6-methyl-",JTB-E02-199-06.D,16.018,488,JTB-E02-199-07.D,16.01,718,JTB-E02-199-08.D,,,JTB-E02-199-11.D,16.002,17370,JTB-E02-199-12.D,15.961,4484,JTB-E02-199-13.D,16.01,32427,JTB-E02-199-14.D,16.002,32176,JTB-E02-199-15.D,16.002,34900,JTB-E02-199-16.D,16.01,31227,JTB-E02-199-17.D,16.002,33598,JTB-E02-200-06.D,16.01,377,JTB-E02-200-07.D,16.002,755,JTB-E02-200-08.D,16.01,949,JTB-E02-200-11.D,16.002,27855,JTB-E02-200-12.D,16.01,30700,JTB-E02-200-13.D,16.01,21850,JTB-E02-200-14.D,15.994,21066,JTB-E02-200-15.D,15.994,36259,JTB-E02-200-16.D,16.002,32030,JTB-E02-200-17.D,15.994,26835,JTB-E02-201-06.D,16.018,2055,JTB-E02-201-07.D,16.034,2008,JTB-E02-201-08.D,15.986,43,JTB-E02-201-11.D,16.002,28600,JTB-E02-201-12.D,16.01,27804,JTB-E02-201-13.D,16.002,23285,JTB-E02-201-14.D,16.002,23886,JTB-E02-201-15.D,15.994,23635,JTB-E02-201-16.D,15.994,29747,JTB-E02-201-17.D,15.994,24189
